@relation gene-weka.filters.unsupervised.attribute.Remove-R4

@attribute gene_id string
@attribute cond_id string
@attribute level {0,1}

@data
YAR071W,'heat shock 29 to 37, 20 minutes',0
YAR071W,'steady state 15 dec C ct-2',1
YAR071W,'steady state 17 dec C ct-2',1
YAR071W,'steady state 29 dec C ct-2',0
YAR071W,'steady state 33 dec C ct-2',0
YAR071W,'steady state 36 dec C ct-2 (repeat hyb)',0
YAR071W,'sucrose vs. reference pool car-1',1
YAR073W,'1.5 mM diamide (30 min)',0
YAR073W,'17 deg growth ct-1',1
YAR073W,'2.5mM DTT 180 min dtt-1',0
YAR073W,'37C to 25C shock - 15 min',1
YAR073W,'DBY7286 37degree heat - 20 min',0
YAR073W,'DBYmsn2-4- 37degree heat - 20 min',0
YAR073W,'DBYyap1- 37degree heat - 20 min (redo)',0
YAR073W,'Heat Shock 10 minutes hs-1',0
YAR073W,'Heat Shock 15 minutes hs-1',0
YAR073W,'Heat Shock 20 minutes hs-1',0
YAR073W,'Heat Shock 30 minutes hs-1',0
YAR073W,'Nitrogen Depletion 1 d',0
YAR073W,'Nitrogen Depletion 1 h',0
YAR073W,'Nitrogen Depletion 12 h',0
YAR073W,'Nitrogen Depletion 2 d',0
YAR073W,'Nitrogen Depletion 3 d',0
YAR073W,'Nitrogen Depletion 30 min.',0
YAR073W,'Nitrogen Depletion 5 d',0
YAR073W,'Nitrogen Depletion 8 h',0
YAR073W,'YP ethanol vs reference pool car-2',0
YAR073W,'YP mannose vs reference pool car-2',1
YAR073W,'YPD 1 d ypd-2',0
YAR073W,'YPD 10 h ypd-2',0
YAR073W,'YPD 12 h ypd-2',0
YAR073W,'YPD 2 d ypd-2',0
YAR073W,'YPD 3 d ypd-2',0
YAR073W,'YPD 5 d ypd-2',0
YAR073W,'YPD 6 h ypd-2',0
YAR073W,'YPD 8 h ypd-2',0
YAR073W,'YPD stationary phase 12 h ypd-1',0
YAR073W,'YPD stationary phase 13 d ypd-1',0
YAR073W,'YPD stationary phase 2 d ypd-1',0
YAR073W,'YPD stationary phase 22 d ypd-1',0
YAR073W,'YPD stationary phase 28 d ypd-1',0
YAR073W,'YPD stationary phase 3 d ypd-1',0
YAR073W,'YPD stationary phase 5 d ypd-1',0
YAR073W,'YPD stationary phase 7 d ypd-1',0
YAR073W,'aa starv 0.5 h',0
YAR073W,'constant 0.32 mM H2O2 (40 min) rescan',0
YAR073W,'diauxic shift timecourse 18.5 h',0
YAR073W,'diauxic shift timecourse 20.5 h',0
YAR073W,'ethanol vs. reference pool car-1',0
YAR073W,'glucose vs. reference pool car-1',1
YAR073W,'heat shock 17 to 37, 20 minutes',0
YAR073W,'heat shock 21 to 37, 20 minutes',0
YAR073W,'heat shock 25 to 37, 20 minutes',0
YAR073W,'heat shock 29 to 37, 20 minutes',0
YAR073W,'mannose vs. reference pool car-1',1
YBL015W,'37C to 25C shock - 15 min',0
YBL015W,'37C to 25C shock - 30 min',0
YBL015W,'37C to 25C shock - 45 min',0
YBL015W,'37C to 25C shock - 60 min',0
YBL015W,'DBYyap1- 37degree heat - 20 min (redo)',1
YBL015W,'Heat Shock 000 minutes hs-2',0
YBL015W,'Heat Shock 10 minutes hs-1',1
YBL015W,'Heat Shock 15 minutes hs-1',1
YBL015W,'Heat Shock 20 minutes hs-1',1
YBL015W,'Heat Shock 30 minutes hs-1',1
YBL015W,'Nitrogen Depletion 12 h',1
YBL015W,'YP ethanol vs reference pool car-2',1
YBL015W,'YP fructose vs reference pool car-2',0
YBL015W,'YP glucose vs reference pool car-2',0
YBL015W,'YP sucrose vs reference pool car-2',0
YBL015W,'YPD 1 d ypd-2',1
YBL015W,'YPD 10 h ypd-2',1
YBL015W,'YPD 12 h ypd-2',1
YBL015W,'YPD 2 d ypd-2',1
YBL015W,'YPD 3 d ypd-2',1
YBL015W,'YPD 5 d ypd-2',1
YBL015W,'YPD 6 h ypd-2',1
YBL015W,'YPD 8 h ypd-2',1
YBL015W,'YPD stationary phase 1 d ypd-1',1
YBL015W,'YPD stationary phase 12 h ypd-1',1
YBL015W,'YPD stationary phase 13 d ypd-1',1
YBL015W,'YPD stationary phase 2 d ypd-1',1
YBL015W,'YPD stationary phase 22 d ypd-1',1
YBL015W,'YPD stationary phase 28 d ypd-1',1
YBL015W,'YPD stationary phase 3 d ypd-1',1
YBL015W,'YPD stationary phase 5 d ypd-1',1
YBL015W,'YPD stationary phase 7 d ypd-1',1
YBL015W,'diauxic shift timecourse 18.5 h',1
YBL015W,'diauxic shift timecourse 20.5 h',1
YBL015W,'dtt 240 min dtt-2',1
YBL015W,'ethanol vs. reference pool car-1',1
YBL015W,'glucose vs. reference pool car-1',0
YBL015W,'heat shock 17 to 37, 20 minutes',1
YBL015W,'heat shock 21 to 37, 20 minutes',1
YBL015W,'heat shock 25 to 37, 20 minutes',1
YBL015W,'heat shock 29 to 37, 20 minutes',1
YBL015W,'mannose vs. reference pool car-1',0
YBL015W,'sucrose vs. reference pool car-1',0
YBL024W,'1.5 mM diamide (20 min)',0
YBL024W,'1.5 mM diamide (30 min)',0
YBL024W,'1.5 mM diamide (40 min)',0
YBL024W,'2.5mM DTT 120 min dtt-1',0
YBL024W,'2.5mM DTT 180 min dtt-1',0
YBL024W,'37C to 25C shock - 15 min',1
YBL024W,'37C to 25C shock - 30 min',1
YBL024W,'37C to 25C shock - 45 min',1
YBL024W,'DBYyap1 + 0.32 mM H2O2 (20 min)',0
YBL024W,'DBYyap1- + 0.3 mM H2O2 (20 min)',0
YBL024W,'Heat Shock 015 minutes hs-2',0
YBL024W,'Heat Shock 060 minutes hs-2',1
YBL024W,'Heat Shock 10 minutes hs-1',0
YBL024W,'Heat Shock 15 minutes hs-1',0
YBL024W,'Heat Shock 20 minutes hs-1',0
YBL024W,'Heat Shock 30 minutes hs-1',0
YBL024W,'Heat Shock 40 minutes hs-1',0
YBL024W,'Nitrogen Depletion 1 d',0
YBL024W,'Nitrogen Depletion 1 h',0
YBL024W,'Nitrogen Depletion 12 h',0
YBL024W,'Nitrogen Depletion 2 d',0
YBL024W,'Nitrogen Depletion 3 d',0
YBL024W,'Nitrogen Depletion 30 min.',0
YBL024W,'Nitrogen Depletion 5 d',0
YBL024W,'Nitrogen Depletion 8 h',0
YBL024W,'YPD 1 d ypd-2',0
YBL024W,'YPD 10 h ypd-2',0
YBL024W,'YPD 12 h ypd-2',0
YBL024W,'YPD 2 d ypd-2',0
YBL024W,'YPD 3 d ypd-2',0
YBL024W,'YPD 5 d ypd-2',0
YBL024W,'YPD 6 h ypd-2',0
YBL024W,'YPD 8 h ypd-2',0
YBL024W,'YPD stationary phase 1 d ypd-1',0
YBL024W,'YPD stationary phase 12 h ypd-1',0
YBL024W,'YPD stationary phase 13 d ypd-1',0
YBL024W,'YPD stationary phase 2 d ypd-1',0
YBL024W,'YPD stationary phase 22 d ypd-1',0
YBL024W,'YPD stationary phase 28 d ypd-1',0
YBL024W,'YPD stationary phase 3 d ypd-1',0
YBL024W,'YPD stationary phase 5 d ypd-1',0
YBL024W,'YPD stationary phase 7 d ypd-1',0
YBL024W,'aa starv 0.5 h',0
YBL024W,'constant 0.32 mM H2O2 (20 min) redo',0
YBL024W,'constant 0.32 mM H2O2 (30 min) redo',0
YBL024W,'diauxic shift timecourse 18.5 h',0
YBL024W,'diauxic shift timecourse 20.5 h',0
YBL024W,'dtt 240 min dtt-2',0
YBL024W,'heat shock 17 to 37, 20 minutes',0
YBL024W,'heat shock 21 to 37, 20 minutes',0
YBL024W,'heat shock 25 to 37, 20 minutes',0
YBL024W,'heat shock 29 to 37, 20 minutes',0
YBL027W,'1M sorbitol - 15 min',0
YBL027W,'2.5mM DTT 180 min dtt-1',0
YBL027W,'37C to 25C shock - 60 min',1
YBL027W,'DBY7286 37degree heat - 20 min',0
YBL027W,'DBYmsn2-4- 37degree heat - 20 min',0
YBL027W,'DBYyap1 + 37degree heat (repeat)',0
YBL027W,'DBYyap1- 37degree heat - 20 min (redo)',0
YBL027W,'Heat Shock 000 minutes hs-2',1
YBL027W,'Heat Shock 015 minutes hs-2',0
YBL027W,'Heat Shock 10 minutes hs-1',0
YBL027W,'Heat Shock 15 minutes hs-1',0
YBL027W,'Heat Shock 20 minutes hs-1',0
YBL027W,'Heat Shock 30 minutes hs-1',0
YBL027W,'Heat Shock 40 minutes hs-1',0
YBL027W,'Nitrogen Depletion 1 h',0
YBL027W,'Nitrogen Depletion 8 h',0
YBL027W,'YPD 1 d ypd-2',0
YBL027W,'YPD 10 h ypd-2',0
YBL027W,'YPD 12 h ypd-2',0
YBL027W,'YPD 2 d ypd-2',0
YBL027W,'YPD 3 d ypd-2',0
YBL027W,'YPD 5 d ypd-2',0
YBL027W,'YPD 6 h ypd-2',0
YBL027W,'YPD 8 h ypd-2',0
YBL027W,'YPD stationary phase 1 d ypd-1',0
YBL027W,'YPD stationary phase 12 h ypd-1',0
YBL027W,'YPD stationary phase 13 d ypd-1',0
YBL027W,'YPD stationary phase 2 d ypd-1',0
YBL027W,'YPD stationary phase 22 d ypd-1',0
YBL027W,'YPD stationary phase 28 d ypd-1',0
YBL027W,'YPD stationary phase 3 d ypd-1',0
YBL027W,'YPD stationary phase 5 d ypd-1',0
YBL027W,'YPD stationary phase 7 d ypd-1',0
YBL027W,'aa starv 0.5 h',0
YBL027W,'aa starv 1 h',0
YBL027W,'constant 0.32 mM H2O2 (20 min) redo',0
YBL027W,'diauxic shift timecourse 20.5 h',0
YBL027W,'dtt 000 min dtt-2',1
YBL027W,'dtt 240 min dtt-2',0
YBL027W,'heat shock 17 to 37, 20 minutes',0
YBL027W,'heat shock 21 to 37, 20 minutes',0
YBL027W,'heat shock 25 to 37, 20 minutes',0
YBL027W,'heat shock 29 to 37, 20 minutes',0
YBL028C,'1.5 mM diamide (20 min)',0
YBL028C,'1.5 mM diamide (30 min)',0
YBL028C,'1.5 mM diamide (40 min)',0
YBL028C,'1M sorbitol - 15 min',0
YBL028C,'2.5mM DTT 005 min dtt-1',1
YBL028C,'2.5mM DTT 120 min dtt-1',0
YBL028C,'2.5mM DTT 180 min dtt-1',0
YBL028C,'29C to 33C - 15 minutes',0
YBL028C,'29C to 33C - 5 minutes',0
YBL028C,'37C to 25C shock - 30 min',1
YBL028C,'DBY7286 37degree heat - 20 min',0
YBL028C,'DBYmsn2/4 (real strain) + 0.32 mM H2O2 (20 min)',0
YBL028C,'DBYyap1 + 0.32 mM H2O2 (20 min)',0
YBL028C,'DBYyap1- + 0.3 mM H2O2 (20 min)',0
YBL028C,'DBYyap1- 37degree heat - 20 min (redo)',0
YBL028C,'Heat Shock 015 minutes hs-2',0
YBL028C,'Heat Shock 030inutes hs-2',0
YBL028C,'Heat Shock 10 minutes hs-1',0
YBL028C,'Heat Shock 15 minutes hs-1',0
YBL028C,'Heat Shock 20 minutes hs-1',0
YBL028C,'Heat Shock 30 minutes hs-1',0
YBL028C,'Heat Shock 40 minutes hs-1',0
YBL028C,'Nitrogen Depletion 30 min.',0
YBL028C,'YPD 1 d ypd-2',0
YBL028C,'YPD 10 h ypd-2',0
YBL028C,'YPD 12 h ypd-2',0
YBL028C,'YPD 2 d ypd-2',0
YBL028C,'YPD 3 d ypd-2',0
YBL028C,'YPD 5 d ypd-2',0
YBL028C,'YPD 6 h ypd-2',0
YBL028C,'YPD 8 h ypd-2',0
YBL028C,'YPD stationary phase 1 d ypd-1',0
YBL028C,'YPD stationary phase 12 h ypd-1',0
YBL028C,'YPD stationary phase 13 d ypd-1',0
YBL028C,'YPD stationary phase 2 d ypd-1',0
YBL028C,'YPD stationary phase 22 d ypd-1',0
YBL028C,'YPD stationary phase 28 d ypd-1',0
YBL028C,'YPD stationary phase 3 d ypd-1',0
YBL028C,'YPD stationary phase 5 d ypd-1',0
YBL028C,'YPD stationary phase 7 d ypd-1',0
YBL028C,'YPD stationary phase 8 h ypd-1',0
YBL028C,'aa starv 0.5 h',0
YBL028C,'constant 0.32 mM H2O2 (20 min) redo',0
YBL028C,'constant 0.32 mM H2O2 (30 min) redo',0
YBL028C,'dtt 120 min dtt-2',0
YBL028C,'dtt 240 min dtt-2',0
YBL028C,'ethanol vs. reference pool car-1',0
YBL028C,'heat shock 17 to 37, 20 minutes',0
YBL028C,'heat shock 21 to 37, 20 minutes',0
YBL028C,'heat shock 25 to 37, 20 minutes',0
YBL028C,'heat shock 29 to 37, 20 minutes',0
YBL028C,'heat shock 33 to 37, 20 minutes',0
YBL030C,'Heat Shock 15 minutes hs-1',1
YBL030C,'Heat Shock 40 minutes hs-1',1
YBL030C,'YP fructose vs reference pool car-2',0
YBL030C,'YP glucose vs reference pool car-2',0
YBL030C,'YP raffinose vs reference pool car-2',1
YBL030C,'YPD 10 h ypd-2',1
YBL030C,'YPD 12 h ypd-2',1
YBL030C,'YPD 4 h ypd-2',1
YBL030C,'YPD 6 h ypd-2',1
YBL030C,'YPD 8 h ypd-2',1
YBL030C,'YPD stationary phase 1 d ypd-1',1
YBL030C,'YPD stationary phase 12 h ypd-1',1
YBL030C,'YPD stationary phase 2 d ypd-1',1
YBL030C,'YPD stationary phase 3 d ypd-1',1
YBL030C,'YPD stationary phase 5 d ypd-1',1
YBL030C,'YPD stationary phase 7 d ypd-1',1
YBL030C,'YPD stationary phase 8 h ypd-1',1
YBL030C,'diauxic shift timecourse 20.5 h',1
YBL030C,'glucose vs. reference pool car-1',0
YBL030C,'sucrose vs. reference pool car-1',0
YBL035C,'2.5mM DTT 120 min dtt-1',0
YBL035C,'2.5mM DTT 180 min dtt-1',0
YBL035C,'Heat Shock 10 minutes hs-1',0
YBL035C,'Heat Shock 15 minutes hs-1',0
YBL035C,'Heat Shock 20 minutes hs-1',0
YBL035C,'Heat Shock 30 minutes hs-1',0
YBL035C,'Nitrogen Depletion 1 d',0
YBL035C,'YPD 3 d ypd-2',0
YBL035C,'YPD 6 h ypd-2',0
YBL035C,'YPD stationary phase 12 h ypd-1',0
YBL035C,'heat shock 17 to 37, 20 minutes',0
YBL035C,'heat shock 25 to 37, 20 minutes',0
YBL035C,'heat shock 29 to 37, 20 minutes',0
YBL039C,'1 mM Menadione (120 min)redo',0
YBL039C,'1.5 mM diamide (10 min)',0
YBL039C,'1.5 mM diamide (20 min)',0
YBL039C,'1.5 mM diamide (30 min)',0
YBL039C,'1.5 mM diamide (40 min)',0
YBL039C,'1.5 mM diamide (50 min)',0
YBL039C,'1M sorbitol - 15 min',0
YBL039C,'1M sorbitol - 30 min',0
YBL039C,'2.5mM DTT 045 min dtt-1',0
YBL039C,'2.5mM DTT 060 min dtt-1',0
YBL039C,'2.5mM DTT 090 min dtt-1',0
YBL039C,'2.5mM DTT 120 min dtt-1',0
YBL039C,'2.5mM DTT 180 min dtt-1',0
YBL039C,'29C +1M sorbitol to 33C + 1M sorbitol - 15 minutes',0
YBL039C,'29C to 33C - 15 minutes',0
YBL039C,'37C to 25C shock - 15 min',1
YBL039C,'37C to 25C shock - 30 min',1
YBL039C,'37C to 25C shock - 45 min',1
YBL039C,'DBY7286 + 0.3 mM H2O2 (20 min)',0
YBL039C,'DBY7286 37degree heat - 20 min',0
YBL039C,'DBYmsn2-4- 37degree heat - 20 min',0
YBL039C,'DBYmsn2/4 (real strain) + 0.32 mM H2O2 (20 min)',0
YBL039C,'DBYmsn2/4 (real strain) + 37degrees (20 min)',0
YBL039C,'DBYmsn2msn4 (good strain) + 0.32 mM H2O2',0
YBL039C,'DBYyap1 + 0.32 mM H2O2 (20 min)',0
YBL039C,'DBYyap1- + 0.3 mM H2O2 (20 min)',0
YBL039C,'DBYyap1- 37degree heat - 20 min (redo)',0
YBL039C,'Heat Shock 000 minutes hs-2',1
YBL039C,'Heat Shock 015 minutes hs-2',0
YBL039C,'Heat Shock 030inutes hs-2',0
YBL039C,'Heat Shock 10 minutes hs-1',0
YBL039C,'Heat Shock 15 minutes hs-1',0
YBL039C,'Heat Shock 20 minutes hs-1',0
YBL039C,'Heat Shock 30 minutes hs-1',0
YBL039C,'Heat Shock 40 minutes hs-1',0
YBL039C,'Hypo-osmotic shock - 30 min',1
YBL039C,'Nitrogen Depletion 1 d',0
YBL039C,'Nitrogen Depletion 1 h',0
YBL039C,'Nitrogen Depletion 12 h',0
YBL039C,'Nitrogen Depletion 2 d',0
YBL039C,'Nitrogen Depletion 3 d',0
YBL039C,'Nitrogen Depletion 30 min.',0
YBL039C,'Nitrogen Depletion 5 d',0
YBL039C,'Nitrogen Depletion 8 h',0
YBL039C,'YP ethanol vs reference pool car-2',0
YBL039C,'YPD 1 d ypd-2',0
YBL039C,'YPD 10 h ypd-2',0
YBL039C,'YPD 12 h ypd-2',0
YBL039C,'YPD 2 d ypd-2',0
YBL039C,'YPD 3 d ypd-2',0
YBL039C,'YPD 5 d ypd-2',0
YBL039C,'YPD 6 h ypd-2',0
YBL039C,'YPD 8 h ypd-2',0
YBL039C,'YPD stationary phase 1 d ypd-1',0
YBL039C,'YPD stationary phase 12 h ypd-1',0
YBL039C,'YPD stationary phase 13 d ypd-1',0
YBL039C,'YPD stationary phase 2 d ypd-1',0
YBL039C,'YPD stationary phase 22 d ypd-1',0
YBL039C,'YPD stationary phase 28 d ypd-1',0
YBL039C,'YPD stationary phase 3 d ypd-1',0
YBL039C,'YPD stationary phase 5 d ypd-1',0
YBL039C,'YPD stationary phase 7 d ypd-1',0
YBL039C,'aa starv 0.5 h',0
YBL039C,'constant 0.32 mM H2O2 (10 min) redo',0
YBL039C,'constant 0.32 mM H2O2 (20 min) redo',0
YBL039C,'constant 0.32 mM H2O2 (30 min) redo',0
YBL039C,'constant 0.32 mM H2O2 (40 min) rescan',0
YBL039C,'constant 0.32 mM H2O2 (50 min) redo',0
YBL039C,'diauxic shift timecourse 18.5 h',0
YBL039C,'diauxic shift timecourse 20.5 h',0
YBL039C,'dtt 000 min dtt-2',1
YBL039C,'dtt 015 min dtt-2',1
YBL039C,'dtt 120 min dtt-2',0
YBL039C,'dtt 240 min dtt-2',0
YBL039C,'glucose vs. reference pool car-1',1
YBL039C,'heat shock 17 to 37, 20 minutes',0
YBL039C,'heat shock 21 to 37, 20 minutes',0
YBL039C,'heat shock 25 to 37, 20 minutes',0
YBL039C,'heat shock 29 to 37, 20 minutes',0
YBL039C,'heat shock 33 to 37, 20 minutes',0
YBL043W,'1 mM Menadione (160 min) redo',0
YBL043W,'2.5mM DTT 005 min dtt-1',0
YBL043W,'2.5mM DTT 015 min dtt-1',0
YBL043W,'29C +1M sorbitol to 33C + *NO sorbitol - 15 minutes',1
YBL043W,'37C to 25C shock - 15 min',0
YBL043W,'37C to 25C shock - 60 min',0
YBL043W,'DBY7286 + 0.3 mM H2O2 (20 min)',1
YBL043W,'DBYyap1 + 0.32 mM H2O2 (20 min)',1
YBL043W,'Nitrogen Depletion 1 d',1
YBL043W,'Nitrogen Depletion 12 h',1
YBL043W,'Nitrogen Depletion 2 d',1
YBL043W,'Nitrogen Depletion 3 d',1
YBL043W,'Nitrogen Depletion 5 d',1
YBL043W,'Nitrogen Depletion 8 h',1
YBL043W,'YP ethanol vs reference pool car-2',1
YBL043W,'YP fructose vs reference pool car-2',0
YBL043W,'YP glucose vs reference pool car-2',0
YBL043W,'YP mannose vs reference pool car-2',0
YBL043W,'YP sucrose vs reference pool car-2',0
YBL043W,'YPD 1 d ypd-2',1
YBL043W,'YPD 10 h ypd-2',1
YBL043W,'YPD 12 h ypd-2',1
YBL043W,'YPD 2 d ypd-2',1
YBL043W,'YPD 5 d ypd-2',1
YBL043W,'YPD 6 h ypd-2',1
YBL043W,'YPD 8 h ypd-2',1
YBL043W,'YPD stationary phase 1 d ypd-1',1
YBL043W,'YPD stationary phase 12 h ypd-1',1
YBL043W,'aa starv 1 h',1
YBL043W,'diauxic shift timecourse 18.5 h',1
YBL043W,'diauxic shift timecourse 20.5 h',1
YBL043W,'ethanol vs. reference pool car-1',1
YBL043W,'glucose vs. reference pool car-1',0
YBL043W,'mannose vs. reference pool car-1',0
YBL043W,'sucrose vs. reference pool car-1',0
YBL045C,'Heat Shock 15 minutes hs-1',1
YBL045C,'Heat Shock 20 minutes hs-1',1
YBL045C,'Heat Shock 30 minutes hs-1',1
YBL045C,'YP fructose vs reference pool car-2',0
YBL045C,'YP glucose vs reference pool car-2',0
YBL045C,'YP raffinose vs reference pool car-2',1
YBL045C,'YPD 1 d ypd-2',1
YBL045C,'YPD 10 h ypd-2',1
YBL045C,'YPD 12 h ypd-2',1
YBL045C,'YPD 2 d ypd-2',1
YBL045C,'YPD 3 d ypd-2',1
YBL045C,'YPD 4 h ypd-2',1
YBL045C,'YPD 5 d ypd-2',1
YBL045C,'YPD 6 h ypd-2',1
YBL045C,'YPD 8 h ypd-2',1
YBL045C,'YPD stationary phase 1 d ypd-1',1
YBL045C,'YPD stationary phase 12 h ypd-1',1
YBL045C,'YPD stationary phase 2 d ypd-1',1
YBL045C,'YPD stationary phase 3 d ypd-1',1
YBL045C,'YPD stationary phase 5 d ypd-1',1
YBL045C,'YPD stationary phase 7 d ypd-1',1
YBL045C,'YPD stationary phase 8 h ypd-1',1
YBL045C,'diauxic shift timecourse 18.5 h',1
YBL045C,'diauxic shift timecourse 20.5 h',1
YBL045C,'ethanol vs. reference pool car-1',1
YBL045C,'glucose vs. reference pool car-1',0
YBL045C,'heat shock 17 to 37, 20 minutes',1
YBL045C,'heat shock 21 to 37, 20 minutes',1
YBL045C,'heat shock 25 to 37, 20 minutes',1
YBL045C,'heat shock 29 to 37, 20 minutes',1
YBL045C,'sucrose vs. reference pool car-1',0
YBL049W,'2.5mM DTT 005 min dtt-1',0
YBL049W,'DBY7286 + 0.3 mM H2O2 (20 min)',1
YBL049W,'Msn4 overexpression',1
YBL049W,'Nitrogen Depletion 1 d',1
YBL049W,'Nitrogen Depletion 12 h',1
YBL049W,'Nitrogen Depletion 2 d',1
YBL049W,'Nitrogen Depletion 3 d',1
YBL049W,'Nitrogen Depletion 5 d',1
YBL049W,'Nitrogen Depletion 8 h',1
YBL049W,'YAP1 overexpression',1
YBL049W,'YP ethanol vs reference pool car-2',1
YBL049W,'YP galactose vs reference pool car-2',1
YBL049W,'YPD 1 d ypd-2',1
YBL049W,'YPD 10 h ypd-2',1
YBL049W,'YPD 12 h ypd-2',1
YBL049W,'YPD 2 d ypd-2',1
YBL049W,'YPD 3 d ypd-2',1
YBL049W,'YPD 5 d ypd-2',1
YBL049W,'YPD 6 h ypd-2',1
YBL049W,'YPD 8 h ypd-2',1
YBL049W,'YPD stationary phase 1 d ypd-1',1
YBL049W,'YPD stationary phase 12 h ypd-1',1
YBL049W,'YPD stationary phase 13 d ypd-1',1
YBL049W,'YPD stationary phase 2 d ypd-1',1
YBL049W,'YPD stationary phase 22 d ypd-1',1
YBL049W,'YPD stationary phase 28 d ypd-1',1
YBL049W,'YPD stationary phase 3 d ypd-1',1
YBL049W,'YPD stationary phase 5 d ypd-1',1
YBL049W,'YPD stationary phase 7 d ypd-1',1
YBL049W,'diauxic shift timecourse 18.5 h',1
YBL049W,'diauxic shift timecourse 20.5 h',1
YBL049W,'dtt 030 min dtt-2',0
YBL049W,'dtt 240 min dtt-2',1
YBL054W,'1 mM Menadione (120 min)redo',0
YBL054W,'1.5 mM diamide (10 min)',0
YBL054W,'1.5 mM diamide (30 min)',0
YBL054W,'1.5 mM diamide (40 min)',0
YBL054W,'1.5 mM diamide (5 min)',0
YBL054W,'1.5 mM diamide (50 min)',0
YBL054W,'2.5mM DTT 090 min dtt-1',0
YBL054W,'2.5mM DTT 120 min dtt-1',0
YBL054W,'29C +1M sorbitol to 33C + *NO sorbitol - 30 minutes',1
YBL054W,'29C +1M sorbitol to 33C + 1M sorbitol - 5 minutes',0
YBL054W,'29C to 33C - 5 minutes',0
YBL054W,'37C to 25C shock - 45 min',0
YBL054W,'37C to 25C shock - 60 min',1
YBL054W,'DBYmsn2/4 (real strain) + 0.32 mM H2O2 (20 min)',0
YBL054W,'Heat Shock 000 minutes hs-2',1
YBL054W,'Heat Shock 005 minutes hs-2',0
YBL054W,'Heat Shock 015 minutes hs-2',0
YBL054W,'Heat Shock 030inutes hs-2',0
YBL054W,'Heat Shock 05 minutes hs-1',0
YBL054W,'Heat Shock 10 minutes hs-1',0
YBL054W,'Heat Shock 15 minutes hs-1',0
YBL054W,'Heat Shock 20 minutes hs-1',0
YBL054W,'Heat Shock 30 minutes hs-1',0
YBL054W,'Heat Shock 60 minutes hs-1',0
YBL054W,'Heat Shock 80 minutes hs-1',0
YBL054W,'Hypo-osmotic shock - 30 min',1
YBL054W,'Nitrogen Depletion 1 h',0
YBL054W,'Nitrogen Depletion 30 min.',0
YBL054W,'YPD 10 h ypd-2',0
YBL054W,'YPD 12 h ypd-2',0
YBL054W,'YPD 2 d ypd-2',0
YBL054W,'YPD 6 h ypd-2',0
YBL054W,'YPD 8 h ypd-2',0
YBL054W,'aa starv 0.5 h',0
YBL054W,'constant 0.32 mM H2O2 (10 min) redo',0
YBL054W,'constant 0.32 mM H2O2 (20 min) redo',0
YBL054W,'constant 0.32 mM H2O2 (30 min) redo',0
YBL054W,'constant 0.32 mM H2O2 (40 min) rescan',0
YBL054W,'diauxic shift timecourse 15.5 h',0
YBL054W,'diauxic shift timecourse 20.5 h',0
YBL054W,'dtt 120 min dtt-2',0
YBL054W,'heat shock 17 to 37, 20 minutes',0
YBL054W,'heat shock 21 to 37, 20 minutes',0
YBL054W,'heat shock 25 to 37, 20 minutes',0
YBL054W,'heat shock 29 to 37, 20 minutes',0
YBL054W,'heat shock 33 to 37, 20 minutes',0
YBL064C,'1 mM Menadione (10 min)redo',1
YBL064C,'1 mM Menadione (105 min) redo',1
YBL064C,'1 mM Menadione (120 min)redo',1
YBL064C,'1 mM Menadione (160 min) redo',1
YBL064C,'1 mM Menadione (20 min) redo',1
YBL064C,'1 mM Menadione (30 min) redo',1
YBL064C,'1 mM Menadione (80 min) redo',1
YBL064C,'1.5 mM diamide (10 min)',1
YBL064C,'1.5 mM diamide (20 min)',1
YBL064C,'1.5 mM diamide (30 min)',1
YBL064C,'1.5 mM diamide (40 min)',1
YBL064C,'1.5 mM diamide (5 min)',1
YBL064C,'1.5 mM diamide (50 min)',1
YBL064C,'1.5 mM diamide (60 min)',1
YBL064C,'1.5 mM diamide (90 min)',1
YBL064C,'1M sorbitol - 120 min',1
YBL064C,'1M sorbitol - 15 min',1
YBL064C,'1M sorbitol - 30 min',1
YBL064C,'2.5mM DTT 045 min dtt-1',1
YBL064C,'2.5mM DTT 120 min dtt-1',1
YBL064C,'2.5mM DTT 180 min dtt-1',1
YBL064C,'29C +1M sorbitol to 33C + 1M sorbitol - 15 minutes',1
YBL064C,'29C +1M sorbitol to 33C + 1M sorbitol - 5 minutes',1
YBL064C,'29C to 33C - 15 minutes',1
YBL064C,'29C to 33C - 5 minutes',1
YBL064C,'37C to 25C shock - 15 min',0
YBL064C,'37C to 25C shock - 45 min',0
YBL064C,'37C to 25C shock - 60 min',0
YBL064C,'37C to 25C shock - 90 min',0
YBL064C,'DBY7286 + 0.3 mM H2O2 (20 min)',1
YBL064C,'DBY7286 37degree heat - 20 min',1
YBL064C,'DBYmsn2/4 (real strain) + 0.32 mM H2O2 (20 min)',1
YBL064C,'DBYmsn2msn4 (good strain) + 0.32 mM H2O2',1
YBL064C,'DBYyap1 + 0.32 mM H2O2 (20 min)',1
YBL064C,'DBYyap1 + 37degree heat (repeat)',1
YBL064C,'DBYyap1- + 0.3 mM H2O2 (20 min)',1
YBL064C,'DBYyap1- 37degree heat - 20 min (redo)',1
YBL064C,'Heat Shock 000 minutes hs-2',0
YBL064C,'Heat Shock 015 minutes hs-2',1
YBL064C,'Heat Shock 05 minutes hs-1',1
YBL064C,'Heat Shock 10 minutes hs-1',1
